ID Transaksi,Tanggal,Bulan,Tahun,Usia Pembeli,Gender,Berat Barang (gr),Berapa Kali Transaksi,Waktu Pengiriman (Hari),Ongkos Kirim
8301,31,12,2024,67,L,141,5,5,20000
4187,1,2,2024,27,P,18,8,10,40000
2364,13,11,2023,61,L,472,12,8,20000
8152,31,5,2024,79,L,171,4,1,20000
7574,21,10,2022,48,L,182,19,4,10000
2629,20,4,2023,56,L,437,3,4,20000
6069,6,6,2024,70,L,99,12,11,20000
1906,11,5,2024,46,P,554,10,3,30000
3569,6,10,2023,48,L,456,6,4,40000
3353,9,7,2023,74,P,227,9,8,30000
2812,14,3,2022,33,L,718,3,1,10000
2007,25,5,2024,57,L,822,18,14,10000
9694,6,6,2023,35,L,455,6,4,40000
9098,16,2,2023,75,L,113,7,13,10000
5662,17,1,2024,76,L,654,16,8,40000
6822,7,5,2024,75,L,994,11,6,20000
3183,7,9,2023,54,L,253,9,10,40000
5237,4,3,2023,40,L,273,3,2,30000
3669,23,11,2022,34,P,876,17,13,40000
1762,31,8,2022,64,L,318,6,14,30000
6656,15,2,2024,74,L,654,14,5,30000
4849,31,8,2024,53,L,195,17,5,20000
9827,1,10,2022,51,P,247,11,4,20000
768,13,10,2022,76,L,327,13,1,10000
8882,21,4,2022,61,L,11,9,7,50000
1439,31,7,2024,57,P,157,12,4,50000
8930,1,6,2024,76,L,177,16,3,40000
9399,27,6,2023,24,P,899,17,10,10000
131,25,2,2023,35,P,750,8,10,20000
5532,20,8,2022,79,P,61,9,10,40000
9331,29,4,2024,38,L,755,6,11,50000
7481,12,7,2023,42,P,817,13,5,10000
4870,3,1,2022,71,L,583,17,5,50000
7342,27,6,2022,77,L,540,13,13,40000
9739,21,8,2022,37,L,756,9,4,10000
2460,28,5,2024,70,P,177,7,13,30000
1855,1,8,2023,69,P,833,10,5,20000
708,22,10,2024,54,L,759,13,3,40000
9034,9,2,2022,27,L,808,18,9,20000
1679,16,11,2022,21,L,171,18,11,30000
29,4,6,2024,76,L,316,15,12,30000
3375,23,1,2022,49,P,14,11,9,30000
1444,1,12,2023,64,P,696,3,10,20000
8569,29,10,2022,76,P,770,14,3,50000
2726,26,6,2022,22,P,424,9,2,10000
2765,10,4,2022,28,L,536,3,4,50000
2364,5,2,2024,46,L,652,11,12,50000
5795,20,12,2024,37,L,714,4,1,40000
2540,19,9,2023,73,P,230,8,6,40000
5097,22,3,2023,55,L,456,17,2,10000
6874,26,7,2022,24,L,280,2,14,50000
1481,7,7,2023,60,L,945,20,1,30000
6009,3,7,2022,78,P,643,19,11,50000
9323,28,10,2022,62,L,396,14,10,30000
31,18,6,2024,58,P,322,4,1,10000
9653,15,2,2024,22,L,711,3,13,50000
9728,19,11,2024,40,P,737,7,2,40000
8205,1,8,2024,80,L,680,6,13,20000
7345,20,1,2024,32,L,56,4,9,20000
5770,27,12,2024,49,L,180,3,12,50000
4447,29,11,2023,59,L,502,16,13,40000
390,12,6,2023,21,L,713,20,14,40000
8990,25,11,2022,26,L,196,11,2,20000
7312,19,4,2024,42,P,992,11,2,40000
2019,8,11,2022,54,P,52,17,9,10000
5554,5,3,2024,54,P,411,1,14,30000
958,16,7,2024,39,L,608,15,2,20000
8548,14,4,2023,21,L,686,17,2,50000
7432,7,12,2022,50,L,970,4,4,40000
9824,1,9,2022,71,P,940,17,3,10000
7147,25,10,2024,70,L,426,17,12,40000
5587,16,3,2023,52,L,838,14,14,20000
1171,21,3,2024,45,L,30,16,10,40000
5331,30,1,2022,24,P,362,4,9,20000
4759,5,5,2023,61,P,338,18,3,40000
2210,22,4,2024,27,P,770,10,5,10000
239,6,12,2024,45,L,368,19,1,40000
7405,26,1,2023,50,L,326,15,14,30000
8642,24,6,2023,54,P,462,3,6,40000
5718,3,2,2023,47,P,784,11,14,40000
4408,16,11,2024,63,L,885,12,3,50000
2195,25,8,2024,54,P,412,9,8,40000
7412,22,3,2022,70,L,544,11,13,40000
6481,19,11,2022,75,L,693,17,7,10000
7845,7,12,2022,57,L,208,14,7,10000
5937,17,11,2023,74,L,190,8,2,20000
9756,16,8,2023,79,L,303,18,11,50000
1679,1,1,2024,28,P,138,7,2,10000
2102,25,5,2022,36,P,87,10,12,20000
2242,8,5,2023,78,P,835,5,2,10000
6209,25,7,2022,44,L,994,1,7,20000
3757,21,1,2024,75,L,844,2,5,10000
7293,6,5,2022,76,L,740,10,2,10000
9872,4,3,2022,68,P,595,20,1,30000
8922,14,7,2023,38,L,40,7,6,20000
872,18,5,2022,58,P,161,2,9,30000
1268,20,8,2024,55,L,316,10,8,40000
961,16,6,2023,51,P,358,12,4,40000
7357,9,11,2023,72,P,329,13,9,40000
2848,7,8,2022,36,P,640,12,5,30000
6053,4,7,2022,62,L,814,9,8,10000
6848,9,11,2023,32,L,694,2,12,10000
8023,3,4,2024,27,P,756,14,8,50000
7537,7,7,2023,23,P,36,2,8,50000
7373,13,1,2023,22,P,21,16,2,50000
1867,16,6,2022,40,L,946,2,11,50000
2354,12,10,2024,31,P,70,9,7,40000
2484,7,6,2024,39,L,442,13,11,30000
4670,29,9,2024,37,P,397,9,3,30000
6178,2,7,2022,30,P,271,12,7,10000
4028,17,4,2024,68,L,323,1,8,50000
5385,24,3,2023,41,L,821,2,9,30000
682,28,8,2022,79,P,759,7,10,20000
3012,24,11,2023,70,L,723,3,2,30000
9625,31,9,2023,28,P,9,8,5,10000
1490,11,11,2023,58,L,52,17,12,20000
1413,24,12,2023,65,P,341,1,8,50000
6515,7,2,2024,60,P,207,3,9,10000
380,14,7,2024,38,P,301,16,5,50000
6595,28,4,2024,33,P,994,7,6,40000
2795,15,6,2022,65,L,574,4,6,40000
3652,8,4,2024,53,P,203,11,3,20000
3248,11,2,2023,76,L,847,3,13,40000
5259,23,12,2024,69,P,943,16,11,10000
8556,4,5,2023,76,P,968,1,14,50000
9005,1,1,2023,30,L,770,15,13,10000
3308,23,1,2023,39,L,136,12,4,10000
4577,12,4,2022,50,P,657,13,6,10000
8934,3,6,2022,26,L,660,1,3,40000
9060,31,9,2022,26,L,100,7,8,20000
828,30,6,2023,54,L,410,1,4,20000
2879,13,8,2023,24,P,598,2,6,30000
1359,1,9,2024,30,P,418,6,2,40000
2748,24,2,2023,45,P,798,6,5,30000
3523,23,12,2023,33,L,420,5,9,40000
5379,2,3,2023,44,P,86,14,7,50000
9486,22,2,2024,35,P,222,6,6,20000
7265,13,9,2023,60,L,239,11,5,10000
9684,3,2,2024,53,L,674,12,3,30000
5806,23,10,2023,34,P,653,14,13,30000
1008,10,2,2023,41,L,593,1,1,10000
2878,28,12,2022,29,P,606,15,3,20000
9877,6,2,2022,79,L,398,7,9,20000
7701,2,5,2023,62,P,272,17,3,20000
9581,3,10,2024,64,P,368,20,14,40000
3898,20,8,2022,52,L,817,5,1,50000
1108,24,8,2024,22,L,452,1,6,10000
753,17,1,2024,78,P,578,9,11,30000
7604,22,3,2024,35,P,690,13,1,40000
8278,23,6,2023,34,L,881,12,7,30000
6844,16,5,2024,33,L,611,1,7,40000
3859,13,4,2024,29,P,940,3,1,50000
4926,26,3,2023,64,L,25,6,5,20000
7239,23,4,2023,44,L,987,20,1,10000
7055,16,5,2022,36,L,176,5,7,30000
5345,6,10,2024,49,L,13,10,11,30000
548,8,9,2022,48,L,528,20,4,40000
3648,17,3,2022,38,P,676,11,3,20000
4768,17,5,2024,61,P,480,9,13,10000
953,11,2,2024,41,L,371,8,5,50000
9207,13,5,2023,39,L,191,3,5,40000
5498,28,11,2022,24,L,982,14,10,40000
2435,16,6,2023,40,L,353,1,2,40000
875,12,3,2024,41,L,945,5,6,10000
2781,14,1,2024,49,P,739,6,12,50000
4794,26,7,2023,78,P,489,5,14,10000
3005,11,11,2022,39,P,529,13,10,30000
2531,8,5,2022,25,L,842,15,11,10000
7735,4,6,2024,66,L,436,20,12,40000
2705,10,12,2024,31,L,546,18,8,40000
935,15,6,2024,47,P,180,2,2,30000
9768,23,1,2024,51,L,782,5,4,30000
3651,27,1,2022,66,P,715,16,6,40000
6505,29,5,2022,22,P,319,10,1,10000
4018,17,7,2024,67,L,562,8,5,20000
8016,16,1,2024,67,L,444,11,5,40000
6591,15,12,2024,31,P,764,16,4,50000
6350,30,12,2022,37,P,10,2,4,50000
2016,21,10,2022,67,P,366,17,14,10000
7518,26,3,2022,62,L,814,14,14,20000
5007,23,11,2022,70,P,742,1,2,20000
36,1,3,2023,62,L,904,15,3,10000
7641,29,4,2024,50,L,485,13,2,50000
2269,13,2,2022,28,L,91,1,6,10000
826,5,11,2023,57,L,730,10,2,30000
1607,21,2,2024,76,P,573,4,6,50000
9472,1,5,2022,75,L,991,7,12,30000
8051,4,6,2022,61,L,539,13,2,40000
9630,10,10,2023,76,P,20,15,1,30000
8020,20,11,2024,49,L,242,6,11,40000
4347,16,10,2024,64,P,817,16,9,40000
8927,8,5,2022,24,L,342,3,13,40000
186,25,3,2023,44,P,799,5,3,20000
9749,13,2,2022,44,P,830,16,7,50000
1984,20,1,2024,64,P,677,18,3,30000
6188,2,3,2023,79,P,145,9,14,10000
8889,15,10,2022,26,P,563,17,11,30000
7304,21,7,2023,79,L,67,4,4,20000
5429,8,9,2024,62,L,742,3,5,10000
9242,19,8,2024,24,P,145,12,6,50000
4504,3,8,2023,30,P,116,10,12,40000
1795,27,6,2023,56,P,418,1,13,10000
3979,3,9,2023,49,L,722,12,9,20000
4900,6,2,2023,45,P,977,12,8,20000
1899,5,4,2023,78,P,522,14,1,30000
7574,27,8,2022,22,L,170,15,1,10000
8072,11,7,2024,77,L,798,6,10,10000
2091,23,5,2022,50,P,587,16,8,20000
3161,9,7,2023,59,P,147,3,7,10000
1135,5,2,2024,22,L,361,1,7,30000
7007,8,12,2024,73,P,498,18,4,50000
9954,22,4,2023,23,P,525,2,6,30000
8784,24,5,2024,38,P,229,20,2,10000
7744,16,7,2022,34,P,512,3,12,20000
3911,19,9,2023,50,P,527,18,12,40000
9386,5,3,2022,45,L,784,10,14,40000
6436,16,3,2024,60,L,37,4,4,30000
7108,23,5,2022,63,P,559,18,10,50000
1652,25,10,2024,72,L,899,17,7,30000
8105,20,1,2022,28,L,640,12,4,10000
7441,10,5,2022,74,L,688,15,14,50000
2278,14,7,2023,51,P,209,12,2,30000
2799,23,2,2022,68,L,360,16,4,10000
4548,28,8,2022,52,P,415,6,9,40000
7952,21,1,2022,78,L,599,20,3,50000
4784,30,10,2024,54,L,605,19,1,40000
3954,23,12,2023,68,P,241,1,5,40000
1441,21,6,2024,45,P,190,13,14,50000
162,9,1,2022,36,L,819,9,1,20000
6584,8,2,2022,47,P,736,20,12,10000
5489,18,8,2024,40,P,178,7,10,40000
2553,1,10,2022,39,P,499,18,5,20000
9610,29,6,2023,54,P,845,4,8,50000
6657,19,6,2024,70,P,167,18,10,30000
5294,27,9,2023,31,L,700,5,14,20000
6254,31,11,2022,64,P,996,15,11,40000
2866,4,11,2022,67,L,175,9,7,30000
4283,26,3,2022,70,P,159,13,2,30000
9091,21,2,2023,60,P,620,8,5,50000
1191,11,8,2022,80,L,723,13,11,30000
6262,10,8,2022,61,L,861,3,8,40000
2612,31,12,2023,33,P,654,18,2,40000
7348,30,1,2022,55,L,449,9,4,50000
2731,16,2,2023,77,L,887,8,7,30000
4728,20,6,2024,32,L,837,4,12,30000
2384,27,4,2024,22,L,866,19,6,10000
7621,13,3,2024,78,P,704,2,1,40000
4186,6,11,2024,74,P,923,1,2,20000
5094,14,2,2024,69,L,989,6,11,30000
7122,29,11,2022,38,L,404,19,7,50000
8973,5,11,2024,79,L,977,17,6,10000
3050,8,7,2022,51,L,279,18,14,30000
5040,1,8,2023,25,P,63,11,11,20000
9263,1,6,2024,71,P,173,15,6,50000
3515,8,8,2024,38,P,471,2,7,10000
33,23,9,2024,28,P,664,12,14,40000
4443,23,2,2022,51,P,314,3,4,10000
7296,5,1,2024,28,P,441,3,14,50000
5157,5,8,2022,30,L,900,13,8,10000
3546,2,2,2024,40,L,579,4,5,50000
566,21,6,2024,73,L,982,5,9,40000
6879,22,10,2024,78,P,248,1,13,10000
3184,25,8,2024,61,P,932,2,1,20000
7881,26,12,2023,59,L,803,18,9,10000
8869,29,12,2022,42,L,903,8,4,10000
7751,20,12,2023,74,L,751,13,11,30000
6351,28,11,2023,72,P,763,13,4,40000
9421,20,3,2023,28,P,814,3,14,20000
7428,15,3,2022,23,L,767,3,6,50000
2688,31,10,2024,43,P,925,13,9,50000
7605,12,11,2023,56,P,219,2,4,10000
2633,2,10,2023,68,P,828,10,14,40000
2848,28,9,2022,35,P,718,19,1,30000
2287,27,9,2022,50,P,967,20,8,20000
5707,7,12,2023,29,L,100,14,13,10000
1626,26,7,2024,48,P,565,15,13,10000
5104,27,4,2023,59,P,293,14,8,50000
6748,30,10,2023,36,P,484,8,5,30000
2499,25,3,2023,57,L,581,1,11,30000
3461,31,12,2022,42,P,432,6,7,50000
3255,27,1,2024,67,L,153,20,9,40000
8044,26,6,2023,29,P,7,12,13,30000
7439,21,9,2024,59,P,667,17,3,10000
9991,21,1,2022,33,P,864,7,9,20000
5766,22,2,2022,58,L,114,16,6,30000
1957,1,7,2022,59,L,310,10,3,40000
6768,22,6,2024,26,L,848,14,4,50000
5819,15,3,2022,21,P,264,7,9,30000
8601,18,7,2023,24,P,565,6,1,30000
6127,8,11,2024,55,P,47,12,8,10000
9218,2,1,2022,55,P,492,17,2,20000
9357,5,12,2022,24,P,76,4,8,30000
7449,9,10,2023,34,P,476,7,1,30000
1329,7,5,2022,29,L,181,17,4,30000
9106,8,12,2023,78,P,145,4,6,10000
2513,23,9,2022,24,L,548,1,13,50000
2173,31,1,2022,68,P,962,12,2,20000
7845,18,9,2022,29,P,545,16,13,50000
5625,9,4,2024,65,L,634,9,12,10000
8842,26,12,2023,54,L,633,18,7,20000
3788,9,10,2024,26,P,296,13,14,50000
229,6,10,2022,33,P,59,12,11,10000
9549,15,12,2022,32,L,309,17,11,40000
1621,7,10,2023,59,L,199,15,9,20000
9880,13,2,2022,37,P,355,3,13,20000
2837,2,6,2024,80,L,739,1,10,50000
595,12,12,2022,41,L,997,2,5,50000
8985,5,6,2024,77,L,597,5,9,40000
8911,20,10,2023,24,L,186,4,13,10000
547,14,3,2024,68,L,926,5,5,20000
9925,25,3,2022,35,P,648,5,5,50000
4032,18,12,2022,66,L,362,4,3,10000
763,24,12,2022,54,P,572,19,6,40000
6983,12,11,2024,68,L,905,15,13,50000
4498,12,4,2024,55,P,339,9,3,20000
1224,8,8,2022,46,L,685,4,6,10000
2702,4,11,2024,69,P,923,12,14,40000
8880,29,10,2024,42,L,900,8,9,40000
3165,1,2,2024,54,P,100,6,11,40000
8887,6,3,2024,31,L,521,4,6,10000
256,11,1,2023,31,P,299,1,12,50000
735,10,2,2022,55,L,162,3,12,20000
2239,9,6,2022,33,L,335,7,14,30000
4165,24,10,2023,21,L,442,9,13,10000
8128,21,3,2023,26,L,156,15,14,30000
8687,18,1,2022,70,P,82,18,6,20000
5002,11,9,2024,79,L,272,20,5,30000
3047,30,6,2023,41,L,547,11,4,30000
6785,3,1,2023,32,L,332,16,10,40000
9634,16,11,2024,53,P,935,17,8,50000
1119,8,2,2023,63,L,72,9,10,10000
2163,15,4,2023,22,L,244,11,3,20000
594,18,1,2022,27,L,241,9,11,20000
9533,14,7,2023,74,P,431,5,10,40000
8817,30,10,2023,70,P,719,13,4,10000
1410,3,6,2024,49,L,86,2,14,10000
3092,18,12,2022,37,L,798,20,13,10000
9403,20,3,2022,32,L,200,9,3,10000
4412,8,3,2024,24,L,196,7,10,30000
3684,9,6,2022,57,P,227,12,5,10000
1558,3,3,2023,24,L,741,2,11,50000
8921,9,12,2022,80,P,885,14,2,50000
9662,10,10,2024,62,L,579,15,13,30000
9054,4,4,2024,79,P,789,7,6,20000
999,22,3,2023,31,P,864,11,11,50000
8990,6,2,2022,65,L,255,3,7,20000
6601,28,1,2023,36,P,202,17,5,40000
5634,12,3,2022,64,P,152,19,3,30000
3443,13,8,2024,40,P,563,6,12,50000
7743,16,5,2023,27,L,121,16,2,10000
4411,20,9,2022,73,P,504,7,3,10000
380,3,9,2023,32,L,771,14,1,50000
412,13,1,2023,41,P,701,13,3,20000
8308,18,5,2023,46,L,825,19,9,20000
7190,19,6,2023,37,L,208,9,3,40000
5955,12,4,2024,52,P,15,18,4,10000
6359,1,7,2024,63,P,159,14,3,50000
9074,30,9,2024,26,L,891,20,3,50000
8795,1,5,2022,54,P,516,19,13,20000
6382,5,1,2022,74,P,412,16,11,30000
1800,17,7,2023,40,P,303,16,3,50000
3492,30,11,2022,56,P,337,2,3,50000
2241,16,7,2023,28,L,190,3,11,10000
6335,3,8,2024,32,P,34,19,5,50000
9608,10,6,2022,37,P,67,13,14,10000
6810,29,2,2022,62,P,567,15,2,30000
8873,1,11,2023,46,P,890,7,2,20000
9207,25,6,2024,47,P,401,3,13,20000
4653,27,2,2024,51,P,124,1,12,10000
2396,19,6,2022,70,L,393,6,4,50000
7607,7,11,2022,62,L,497,20,7,20000
3408,18,7,2024,51,L,395,9,1,10000
9429,29,1,2024,39,P,833,13,14,30000
3967,2,12,2024,68,L,708,14,14,20000
8260,20,12,2022,29,L,129,18,10,10000
8054,20,1,2022,47,P,9,19,10,30000
5147,1,10,2023,24,P,536,9,12,50000
5127,27,7,2023,46,P,856,20,9,40000
1473,29,10,2023,62,L,73,5,6,50000
8272,15,1,2024,52,P,442,6,13,20000
9634,2,7,2023,38,P,35,14,1,50000
8384,17,2,2024,30,P,420,2,6,30000
529,29,2,2022,36,P,190,5,10,20000
6236,8,5,2022,73,P,913,4,4,40000
3570,31,12,2024,24,P,12,20,10,50000
3659,17,7,2022,38,P,926,3,6,50000
5075,14,3,2023,37,P,476,19,13,50000
9773,2,11,2024,59,P,453,9,14,30000
6304,13,10,2023,47,P,915,17,9,30000
5716,30,4,2024,33,L,882,7,7,10000
2597,28,9,2023,67,L,909,14,7,30000
8226,4,10,2022,21,L,288,4,3,20000
4511,15,2,2022,56,P,143,16,4,30000
5323,11,9,2023,64,P,521,18,9,40000
9389,23,12,2023,72,P,790,16,13,10000
9852,28,4,2024,38,P,308,12,4,40000
3226,15,7,2022,64,L,899,8,12,30000
7415,11,8,2022,49,L,284,12,1,50000
4450,27,5,2024,48,P,37,13,13,10000
1036,16,10,2022,36,L,168,1,7,50000
1706,6,9,2023,32,P,381,17,4,50000
3582,14,12,2024,48,P,30,19,13,10000
2530,29,9,2022,76,P,554,6,6,20000
9515,4,8,2022,63,L,191,9,4,40000
3485,23,2,2024,70,P,12,4,14,40000
1896,17,9,2024,61,L,560,14,3,40000
9317,14,8,2024,80,P,427,5,4,40000
1733,8,1,2023,51,L,563,8,5,20000
2496,27,9,2023,46,L,198,8,13,30000
1243,26,8,2022,45,L,931,4,9,10000
404,25,2,2022,57,L,529,14,10,40000
9480,25,11,2023,71,L,581,12,10,30000
9699,17,8,2024,77,L,439,14,2,20000
9064,31,7,2023,64,L,443,14,9,40000
4208,25,7,2023,59,L,640,11,4,30000
2248,19,7,2023,35,P,453,3,2,20000
2789,17,5,2022,36,L,103,2,13,30000
3787,23,2,2023,27,P,288,11,1,20000
2764,17,11,2024,43,P,226,15,10,20000
5635,12,1,2022,71,L,965,13,6,10000
8408,31,3,2024,78,P,943,6,7,40000
3376,4,10,2022,38,P,438,16,1,30000
5902,14,2,2022,51,L,911,17,3,30000
8575,25,5,2022,38,P,64,11,1,10000
1372,16,1,2022,63,P,139,18,10,50000
9749,30,4,2024,79,P,433,5,4,50000
1023,18,11,2024,47,P,918,17,4,30000
457,7,9,2023,42,L,168,15,5,30000
7596,19,9,2022,22,P,759,16,13,50000
9635,2,2,2023,32,L,456,16,5,50000
2159,16,9,2023,52,L,247,11,7,40000
7433,27,12,2023,65,P,480,19,7,10000
1871,14,4,2023,57,P,994,8,5,30000
8187,7,8,2024,69,L,464,20,2,10000
2160,13,12,2022,69,L,755,20,3,40000
2818,17,10,2024,67,P,519,14,1,30000
4243,18,8,2022,68,P,965,11,1,30000
3152,18,4,2024,36,P,37,11,11,40000
9282,14,4,2022,51,P,773,15,14,40000
38,31,4,2023,44,L,641,2,4,40000
7264,18,1,2024,70,P,171,18,8,40000
9963,19,1,2022,50,L,795,12,8,50000
498,17,2,2023,59,P,920,9,8,20000
5691,31,11,2022,38,P,336,17,11,50000
6604,23,7,2024,39,P,612,2,4,10000
1098,25,9,2022,70,L,294,19,5,20000
1135,1,12,2023,34,P,327,5,3,50000
8045,16,2,2024,59,P,733,7,12,20000
7881,26,7,2022,72,L,455,19,10,40000
4540,31,10,2024,78,L,463,19,13,50000
7500,20,1,2022,61,L,984,2,2,50000
8039,2,4,2024,54,L,925,8,10,50000
3687,15,5,2022,33,L,511,12,1,40000
1812,28,7,2023,36,P,651,6,7,30000
9375,26,7,2023,25,L,246,3,7,30000
5427,8,10,2023,65,P,189,20,9,20000
4992,20,9,2022,33,P,49,10,12,50000
846,22,2,2022,78,P,976,19,2,10000
8536,24,3,2022,52,L,327,7,6,10000
865,25,7,2024,23,P,679,1,7,20000
2700,16,6,2023,79,L,696,11,12,20000
2622,2,1,2024,55,L,275,12,7,20000
5237,10,4,2022,35,P,687,3,4,10000
6150,10,1,2024,22,P,441,19,7,50000
4376,28,6,2023,69,L,521,1,11,50000
3669,13,6,2023,57,L,742,8,2,10000
8132,13,2,2022,29,L,521,4,10,40000
7737,25,12,2024,29,L,68,6,11,40000
8838,6,3,2023,59,P,295,9,6,10000
8827,27,4,2023,40,P,409,15,3,30000
2514,28,11,2024,56,P,494,18,9,30000
6612,17,3,2024,28,P,894,6,6,30000
8439,30,1,2023,35,L,105,18,7,30000
1321,24,12,2022,58,P,934,17,9,30000
4748,27,2,2024,66,P,938,3,10,40000
1354,11,6,2022,71,P,776,12,6,40000
3969,20,11,2023,71,P,790,5,6,30000
9389,3,12,2022,36,L,519,20,14,50000
3956,29,11,2024,61,P,363,10,7,50000
840,21,7,2023,63,L,182,15,4,40000
336,6,11,2022,25,P,319,14,3,40000
4870,26,2,2023,41,P,955,19,6,40000
4469,29,6,2023,35,L,787,19,6,20000
4753,31,6,2022,58,P,192,18,4,20000
6128,11,1,2024,77,P,300,15,2,50000
7423,26,1,2024,58,P,381,7,7,30000
969,24,2,2024,75,L,44,12,7,40000
9955,12,5,2022,65,L,180,7,7,30000
9458,17,9,2023,45,L,934,11,9,30000
23,5,2,2022,49,P,333,9,11,20000
6426,20,8,2022,71,P,419,4,4,50000
3233,28,3,2024,45,P,745,6,8,30000
6190,27,1,2024,68,P,470,7,13,10000
6133,30,4,2024,75,P,818,10,3,10000
424,17,11,2023,63,L,52,1,3,40000
7465,21,2,2023,24,P,711,10,4,40000
4350,4,2,2022,80,L,277,19,9,30000
2588,8,3,2022,46,L,343,2,8,20000
8794,1,7,2024,21,P,100,17,4,20000
4346,3,12,2022,76,P,960,18,14,30000
6612,16,6,2023,54,L,705,7,2,50000
2425,1,8,2024,77,P,904,11,13,10000
6041,22,10,2023,78,P,926,8,3,10000
3823,20,12,2022,54,P,176,18,14,20000
9223,31,10,2023,30,L,829,19,6,10000
9466,13,8,2022,56,L,338,2,8,20000
1260,31,2,2024,73,L,657,8,4,50000
768,27,7,2023,78,P,459,3,6,40000
4153,14,11,2022,30,P,714,7,10,10000
1591,12,7,2024,49,L,207,3,12,40000
1838,23,8,2024,58,P,428,20,7,50000
5380,19,2,2022,66,L,256,20,9,10000
624,18,3,2022,76,P,857,11,3,50000
4680,31,7,2024,50,L,54,12,5,10000
365,26,8,2024,27,P,189,18,10,50000
6297,14,1,2023,63,P,956,13,9,30000
1913,21,8,2024,26,L,439,2,1,40000
775,24,4,2022,48,P,525,8,1,50000
3886,16,5,2023,62,P,816,1,11,50000
2676,31,1,2022,23,L,530,11,3,20000
6572,26,4,2024,63,P,821,6,13,20000
4519,21,10,2024,23,P,351,12,11,40000
208,1,7,2023,61,P,253,1,14,50000
3904,8,5,2022,55,L,520,3,8,20000
1379,18,8,2022,67,L,733,14,9,20000
9141,13,5,2023,70,P,495,14,6,50000
8920,1,8,2022,56,L,731,6,10,30000
5989,23,9,2023,34,P,9,1,1,50000
9884,13,11,2024,43,P,800,16,7,40000
1930,24,5,2024,70,L,78,10,12,50000
9703,14,9,2024,68,P,847,4,8,50000
9184,28,7,2023,33,P,386,19,8,10000
4437,10,12,2023,44,L,873,6,12,50000
3519,22,1,2023,49,P,177,2,2,20000
3266,19,1,2024,44,P,339,11,14,10000
5780,16,10,2023,76,L,106,3,9,10000
8464,23,10,2024,51,P,209,6,12,40000
2271,9,8,2022,70,L,585,2,1,30000
9876,27,7,2022,43,P,48,2,13,40000
6288,6,2,2024,64,L,421,16,7,50000
8672,10,10,2024,64,P,64,11,9,50000
8047,15,3,2022,39,L,826,7,6,50000
5204,23,5,2022,76,L,630,9,14,20000
5884,10,6,2023,72,L,626,4,11,30000
4550,29,6,2023,76,P,636,3,3,40000
8193,1,8,2023,43,L,221,6,2,10000
9956,25,6,2024,54,P,736,9,13,20000
2791,21,6,2024,57,P,966,14,9,30000
5371,12,8,2024,74,P,925,20,6,50000
6185,16,11,2024,71,L,751,8,8,50000
4805,23,1,2024,54,L,884,2,1,30000
1890,15,8,2022,77,L,816,14,8,30000
3150,2,4,2023,60,L,90,3,11,50000
4725,6,6,2024,56,P,41,9,6,20000
4588,17,7,2024,47,P,517,5,9,40000
3300,19,4,2022,61,P,254,8,9,30000
6849,12,12,2023,63,L,695,9,5,40000
6678,2,11,2024,54,P,79,2,5,20000
6051,5,9,2022,46,P,962,4,2,40000
7222,4,8,2023,56,P,699,5,14,40000
1760,22,12,2024,32,P,450,10,9,20000
8260,2,2,2024,65,L,708,13,1,10000
7499,9,9,2024,65,P,695,16,10,30000
827,25,9,2023,39,L,219,5,3,20000
9081,28,7,2022,80,P,273,9,13,30000
341,15,1,2022,76,L,157,18,8,40000
6052,12,5,2022,21,P,589,9,11,10000
8362,17,8,2024,54,L,609,12,3,20000
1595,22,4,2022,22,P,438,12,1,10000
7322,13,7,2024,62,L,984,9,10,50000
7089,2,4,2024,69,P,780,11,5,40000
6984,20,11,2022,25,P,903,5,1,40000
5616,9,9,2022,45,P,965,11,3,20000
5099,4,3,2022,48,P,397,15,9,40000
5630,13,2,2023,66,P,493,4,4,20000
899,30,4,2024,24,P,560,6,9,30000
246,14,11,2023,36,L,78,8,13,40000
9989,7,9,2022,55,L,890,20,14,20000
7957,9,7,2022,74,P,859,17,2,50000
695,26,1,2022,32,P,331,16,11,10000
9343,5,1,2024,28,P,482,18,2,20000
5457,23,1,2022,80,P,395,4,8,30000
6065,1,9,2023,65,L,694,14,13,50000
3500,19,3,2024,45,P,41,19,7,10000
1109,13,9,2024,40,L,249,14,12,10000
6252,18,1,2023,40,L,195,20,12,50000
9456,24,9,2024,31,P,476,12,1,50000
6171,28,7,2022,41,L,727,5,10,30000
3479,4,2,2024,45,P,706,17,4,30000
4874,3,7,2022,31,P,262,14,5,20000
3195,19,10,2023,70,P,693,2,11,40000
3770,15,9,2024,25,P,650,18,2,20000
1643,21,11,2022,37,L,985,3,4,50000
7904,17,6,2022,53,L,549,16,8,30000
3447,3,8,2023,52,L,771,2,10,20000
1705,20,7,2023,48,P,811,17,7,30000
1729,29,3,2024,24,L,233,1,13,40000
6412,11,5,2023,21,L,378,8,9,30000
790,7,10,2022,72,L,606,4,12,10000
8224,18,5,2022,25,P,905,4,11,10000
708,6,2,2024,52,L,454,18,13,10000
9841,18,10,2022,43,P,772,3,7,50000
8094,30,6,2022,78,L,339,9,5,30000
8890,5,5,2023,75,P,396,16,11,20000
242,28,7,2024,39,P,481,17,13,10000
9334,11,9,2022,31,P,196,9,9,50000
192,7,3,2024,51,L,700,11,6,10000
